"record_id"	"park_name"	"category"	"order"	"family"	"scientific_name"	"common_name"	"record_status"	"occurrence"	"nativeness"	"abundance"	"conservation_status"
"ARCH-1000"	"Arches National Park"	"Mammal"	"Artiodactyla"	"Antilocapridae"	"Antilocapra americana"	"Pronghorn"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1001"	"Arches National Park"	"Mammal"	"Artiodactyla"	"Bovidae"	"Ovis canadensis"	"Bighorn Sheep"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"
"ARCH-1002"	"Arches National Park"	"Mammal"	"Artiodactyla"	"Cervidae"	"Cervus canadensis"	"Elk"	"Approved"	"Present"	"Native"	"Unknown"	NA
"ARCH-1003"	"Arches National Park"	"Mammal"	"Artiodactyla"	"Cervidae"	"Odocoileus hemionus"	"Mule Deer"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1004"	"Arches National Park"	"Mammal"	"Carnivora"	"Canidae"	"Canis latrans"	"Coyote"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"
"ARCH-1005"	"Arches National Park"	"Mammal"	"Carnivora"	"Canidae"	"Urocyon cinereoargenteus"	"Common Gray Fox"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1006"	"Arches National Park"	"Mammal"	"Carnivora"	"Canidae"	"Vulpes macrotis"	"Kit Fox"	"Approved"	"Present"	"Native"	"Unknown"	NA
"ARCH-1007"	"Arches National Park"	"Mammal"	"Carnivora"	"Canidae"	"Vulpes vulpes"	"Red Fox"	"Approved"	"Present"	"Native"	"Rare"	NA
"ARCH-1008"	"Arches National Park"	"Mammal"	"Carnivora"	"Felidae"	"Lynx rufus"	"Bobcat"	"Approved"	"Present"	"Native"	"Unknown"	NA
"ARCH-1009"	"Arches National Park"	"Mammal"	"Carnivora"	"Felidae"	"Puma concolor"	"Mountain Lion"	"Approved"	"Present"	"Native"	"Rare"	NA
"ARCH-1010"	"Arches National Park"	"Mammal"	"Carnivora"	"Mephitidae"	"Mephitis mephitis"	"Striped Skunk"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1011"	"Arches National Park"	"Mammal"	"Carnivora"	"Mephitidae"	"Spilogale gracilis"	"Western Spotted Skunk"	"Approved"	"Present"	"Native"	"Unknown"	NA
"ARCH-1012"	"Arches National Park"	"Mammal"	"Carnivora"	"Mustelidae"	"Lontra canadensis"	"River Otter"	"Approved"	"Present"	"Unknown"	"Unknown"	NA
"ARCH-1013"	"Arches National Park"	"Mammal"	"Carnivora"	"Mustelidae"	"Mustela frenata"	"Long-Tailed Weasel"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"ARCH-1014"	"Arches National Park"	"Mammal"	"Carnivora"	"Mustelidae"	"Mustela vison"	"Mink"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"ARCH-1015"	"Arches National Park"	"Mammal"	"Carnivora"	"Mustelidae"	"Taxidea taxus"	"American Badger"	"Approved"	"Present"	"Native"	"Rare"	"Species of Concern"
"ARCH-1016"	"Arches National Park"	"Mammal"	"Carnivora"	"Procyonidae"	"Bassariscus astutus"	"Ringtail"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"
"ARCH-1017"	"Arches National Park"	"Mammal"	"Carnivora"	"Procyonidae"	"Procyon lotor"	"Raccoon"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1018"	"Arches National Park"	"Mammal"	"Carnivora"	"Ursidae"	"Ursus americanus"	"Black Bear"	"Approved"	"Present"	"Native"	"Rare"	NA
"ARCH-1019"	"Arches National Park"	"Mammal"	"Chiroptera"	"Molossidae"	"Nyctinomops macrotis"	"Big Free-Tailed Bat"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"
"ARCH-1020"	"Arches National Park"	"Mammal"	"Chiroptera"	"Molossidae"	"Tadarida brasiliensis"	"Brazilian Free-Tailed Bat"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1021"	"Arches National Park"	"Mammal"	"Chiroptera"	"Vespertilionidae"	"Antrozous pallidus"	"Pallid Bat"	"Approved"	"Present"	"Native"	NA	"Species of Concern"
"ARCH-1022"	"Arches National Park"	"Mammal"	"Chiroptera"	"Vespertilionidae"	"Corynorhinus townsendii"	"Townsend's Big-Eared Bat"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"ARCH-1023"	"Arches National Park"	"Mammal"	"Chiroptera"	"Vespertilionidae"	"Eptesicus fuscus"	"Big Brown Bat"	"Approved"	"Not Confirmed"	"Native"	NA	"Species of Concern"
"ARCH-1024"	"Arches National Park"	"Mammal"	"Chiroptera"	"Vespertilionidae"	"Euderma maculatum"	"Spotted Bat"	"Approved"	"Not Confirmed"	"Native"	NA	"Species of Concern"
"ARCH-1025"	"Arches National Park"	"Mammal"	"Chiroptera"	"Vespertilionidae"	"Idionycteris phyllotis"	"Allen's Big-Eared Bat"	"Approved"	"Not Confirmed"	"Native"	NA	"Species of Concern"
"ARCH-1026"	"Arches National Park"	"Mammal"	"Chiroptera"	"Vespertilionidae"	"Lasionycteris noctivagans"	"Silver-Haired Bat"	"Approved"	"Not Confirmed"	"Native"	NA	"Species of Concern"
"ARCH-1027"	"Arches National Park"	"Mammal"	"Chiroptera"	"Vespertilionidae"	"Lasiurus cinereus"	"Hoary Bat"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1028"	"Arches National Park"	"Mammal"	"Chiroptera"	"Vespertilionidae"	"Myotis californicus"	"California Myotis"	"Approved"	"Present"	"Native"	"Common"	"Species of Concern"
"ARCH-1029"	"Arches National Park"	"Mammal"	"Chiroptera"	"Vespertilionidae"	"Myotis ciliolabrum"	"Western Small-Footed Myotis"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"ARCH-1030"	"Arches National Park"	"Mammal"	"Chiroptera"	"Vespertilionidae"	"Myotis evotis"	"Long-Eared Myotis"	"Approved"	"Not Confirmed"	"Native"	NA	"Species of Concern"
"ARCH-1031"	"Arches National Park"	"Mammal"	"Chiroptera"	"Vespertilionidae"	"Myotis lucifugus"	"Little Brown Myotis"	"Approved"	"Not Confirmed"	"Native"	NA	"Species of Concern"
"ARCH-1032"	"Arches National Park"	"Mammal"	"Chiroptera"	"Vespertilionidae"	"Myotis thysanodes"	"Fringed Myotis"	"Approved"	"Not Confirmed"	"Native"	NA	"Species of Concern"
"ARCH-1033"	"Arches National Park"	"Mammal"	"Chiroptera"	"Vespertilionidae"	"Myotis volans"	"Long-Legged Myotis"	"Approved"	"Not Confirmed"	"Native"	NA	"Species of Concern"
"ARCH-1034"	"Arches National Park"	"Mammal"	"Chiroptera"	"Vespertilionidae"	"Myotis yumanensis"	"Yuma Myotis"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"
"ARCH-1035"	"Arches National Park"	"Mammal"	"Chiroptera"	"Vespertilionidae"	"Pipistrellus hesperus"	"Western Pipistrelle"	"Approved"	"Present"	"Native"	"Common"	"Species of Concern"
"ARCH-1036"	"Arches National Park"	"Mammal"	"Lagomorpha"	"Leporidae"	"Lepus californicus"	"Black-Tailed Jackrabbit"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1037"	"Arches National Park"	"Mammal"	"Lagomorpha"	"Leporidae"	"Sylvilagus audubonii"	"Desert Cottontail"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1038"	"Arches National Park"	"Mammal"	"Rodentia"	"Castoridae"	"Castor canadensis"	"American Beaver"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1039"	"Arches National Park"	"Mammal"	"Rodentia"	"Cricetidae"	"Neotoma cinerea"	"Bushy-Tailed Woodrat"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1040"	"Arches National Park"	"Mammal"	"Rodentia"	"Cricetidae"	"Neotoma lepida"	"Desert Woodrat"	"Approved"	"Present"	"Native"	"Unknown"	NA
"ARCH-1041"	"Arches National Park"	"Mammal"	"Rodentia"	"Cricetidae"	"Ondatra zibethicus"	"Muskrat"	"Approved"	"Present"	"Native"	"Rare"	NA
"ARCH-1042"	"Arches National Park"	"Mammal"	"Rodentia"	"Cricetidae"	"Onychomys leucogaster"	"Northern Grasshopper Mouse"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1043"	"Arches National Park"	"Mammal"	"Rodentia"	"Cricetidae"	"Peromyscus boylii"	"Brush Mouse"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1044"	"Arches National Park"	"Mammal"	"Rodentia"	"Cricetidae"	"Peromyscus crinitus"	"Canyon Mouse"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1045"	"Arches National Park"	"Mammal"	"Rodentia"	"Cricetidae"	"Peromyscus maniculatus"	"Deer Mouse"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1046"	"Arches National Park"	"Mammal"	"Rodentia"	"Cricetidae"	"Peromyscus truei"	"Pinyon Mouse"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1047"	"Arches National Park"	"Mammal"	"Rodentia"	"Cricetidae"	"Reithrodontomys megalotis"	"Western Harvest Mouse"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1048"	"Arches National Park"	"Mammal"	"Rodentia"	"Erethizontidae"	"Erethizon dorsatum"	"Porcupine"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1049"	"Arches National Park"	"Mammal"	"Rodentia"	"Geomyidae"	"Thomomys bottae"	"Botta's Pocket Gopher"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1050"	"Arches National Park"	"Mammal"	"Rodentia"	"Heteromyidae"	"Dipodomys ordii"	"Ord's Kangaroo Rat"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1051"	"Arches National Park"	"Mammal"	"Rodentia"	"Heteromyidae"	"Perognathus flavescens"	"Plains Pocket Mouse"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1052"	"Arches National Park"	"Mammal"	"Rodentia"	"Muridae"	"Mus musculus"	"House Mouse"	"Approved"	"Not Confirmed"	"Not Native"	NA	NA
"ARCH-1053"	"Arches National Park"	"Mammal"	"Rodentia"	"Sciuridae"	"Ammospermophilus leucurus"	"White-Tailed Antelope Squirrel"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1054"	"Arches National Park"	"Mammal"	"Rodentia"	"Sciuridae"	"Cynomys leucurus"	"White-Tailed Prairie Dog"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1055"	"Arches National Park"	"Mammal"	"Rodentia"	"Sciuridae"	"Neotamias rufus"	"Hopi Chipmunk"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1056"	"Arches National Park"	"Mammal"	"Rodentia"	"Sciuridae"	"Spermophilus variegatus"	"Rock Squirrel"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1057"	"Arches National Park"	"Mammal"	"Soricomorpha"	"Soricidae"	"Notiosorex crawfordi"	"Crawford's Desert Shrew"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"ARCH-1058"	"Arches National Park"	"Mammal"	"Soricomorpha"	"Soricidae"	"Sorex merriami"	"Merriam's Shrew"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"ARCH-1059"	"Arches National Park"	"Bird"	"Accipitriformes"	"Accipitridae"	"Accipiter cooperii"	"Cooper's Hawk"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"
"ARCH-1060"	"Arches National Park"	"Bird"	"Accipitriformes"	"Accipitridae"	"Accipiter gentilis"	"Northern Goshawk"	"Approved"	"Present"	"Native"	"Rare"	NA
"ARCH-1061"	"Arches National Park"	"Bird"	"Accipitriformes"	"Accipitridae"	"Accipiter striatus"	"Sharp-Shinned Hawk"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"
"ARCH-1062"	"Arches National Park"	"Bird"	"Accipitriformes"	"Accipitridae"	"Aquila chrysaetos"	"Golden Eagle"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"
"ARCH-1063"	"Arches National Park"	"Bird"	"Accipitriformes"	"Accipitridae"	"Buteo jamaicensis"	"Red-Tailed Hawk"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1064"	"Arches National Park"	"Bird"	"Accipitriformes"	"Accipitridae"	"Buteo lagopus"	"Rough-Legged Hawk"	"Approved"	"Not Confirmed"	"Native"	NA	"Species of Concern"
"ARCH-1065"	"Arches National Park"	"Bird"	"Accipitriformes"	"Accipitridae"	"Buteo regalis"	"Ferruginous Hawk"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"ARCH-1066"	"Arches National Park"	"Bird"	"Accipitriformes"	"Accipitridae"	"Buteo swainsoni"	"Swainson's Hawk"	"Approved"	"Present"	"Native"	"Occasional"	NA
"ARCH-1067"	"Arches National Park"	"Bird"	"Accipitriformes"	"Accipitridae"	"Circus cyaneus"	"Northern Harrier"	"Approved"	"Present"	"Native"	"Common"	"Species of Concern"
"ARCH-1068"	"Arches National Park"	"Bird"	"Accipitriformes"	"Accipitridae"	"Haliaeetus leucocephalus"	"Bald Eagle"	"Approved"	"Present"	"Native"	"Uncommon"	"In Recovery"
"ARCH-1069"	"Arches National Park"	"Bird"	"Accipitriformes"	"Cathartidae"	"Cathartes aura"	"Turkey Vulture"	"Approved"	"Present"	"Native"	"Common"	"Species of Concern"
"ARCH-1070"	"Arches National Park"	"Bird"	"Accipitriformes"	"Cathartidae"	"Gymnogyps californianus"	"California Condor"	"Approved"	"Present"	"Native"	"Occasional"	"Endangered"
"ARCH-1071"	"Arches National Park"	"Bird"	"Accipitriformes"	"Pandionidae"	"Pandion haliaetus"	"Osprey"	"Approved"	"Present"	"Native"	"Rare"	"Species of Concern"
"ARCH-1072"	"Arches National Park"	"Bird"	"Anseriformes"	"Anatidae"	"Anas acuta"	"Northern Pintail"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"ARCH-1073"	"Arches National Park"	"Bird"	"Anseriformes"	"Anatidae"	"Anas americana"	"American Wigeon"	"Approved"	"Present"	"Native"	"Occasional"	NA
"ARCH-1074"	"Arches National Park"	"Bird"	"Anseriformes"	"Anatidae"	"Anas clypeata"	"Northern Shoveler"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"ARCH-1075"	"Arches National Park"	"Bird"	"Anseriformes"	"Anatidae"	"Anas crecca"	"Green-Winged Teal"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1076"	"Arches National Park"	"Bird"	"Anseriformes"	"Anatidae"	"Anas cyanoptera"	"Cinnamon Teal"	"Approved"	"Present"	"Native"	"Occasional"	NA
"ARCH-1077"	"Arches National Park"	"Bird"	"Anseriformes"	"Anatidae"	"Anas platyrhynchos"	"Mallard"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1078"	"Arches National Park"	"Bird"	"Anseriformes"	"Anatidae"	"Anas strepera"	"Gadwall"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"ARCH-1079"	"Arches National Park"	"Bird"	"Anseriformes"	"Anatidae"	"Aythya affinis"	"Lesser Scaup"	"Approved"	"Not Confirmed"	"Native"	NA	"Species of Concern"
"ARCH-1080"	"Arches National Park"	"Bird"	"Anseriformes"	"Anatidae"	"Aythya americana"	"Redhead"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"ARCH-1081"	"Arches National Park"	"Bird"	"Anseriformes"	"Anatidae"	"Aythya collaris"	"Ring-Necked Duck"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"ARCH-1082"	"Arches National Park"	"Bird"	"Anseriformes"	"Anatidae"	"Aythya valisineria"	"Canvasback"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"ARCH-1083"	"Arches National Park"	"Bird"	"Anseriformes"	"Anatidae"	"Branta canadensis"	"Canada Goose"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1084"	"Arches National Park"	"Bird"	"Anseriformes"	"Anatidae"	"Bucephala albeola"	"Bufflehead"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"ARCH-1085"	"Arches National Park"	"Bird"	"Anseriformes"	"Anatidae"	"Bucephala clangula"	"Common Goldeneye"	"Approved"	"Present"	"Native"	"Occasional"	NA
"ARCH-1086"	"Arches National Park"	"Bird"	"Anseriformes"	"Anatidae"	"Mergus merganser"	"Common Merganser"	"Approved"	"Present"	"Native"	"Rare"	NA
"ARCH-1087"	"Arches National Park"	"Bird"	"Anseriformes"	"Anatidae"	"Oxyura jamaicensis"	"Ruddy Duck"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"ARCH-1088"	"Arches National Park"	"Bird"	"Apodiformes"	"Apodidae"	"Aeronautes saxatalis"	"White-Throated Swift"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1089"	"Arches National Park"	"Bird"	"Apodiformes"	"Trochilidae"	"Archilochus alexandri"	"Black-Chinned Hummingbird"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1090"	"Arches National Park"	"Bird"	"Apodiformes"	"Trochilidae"	"Selasphorus platycercus"	"Broad-Tailed Hummingbird"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1091"	"Arches National Park"	"Bird"	"Apodiformes"	"Trochilidae"	"Selasphorus rufus"	"Rufous Hummingbird"	"Approved"	"Present"	"Native"	"Occasional"	"Species of Concern"
"ARCH-1092"	"Arches National Park"	"Bird"	"Caprimulgiformes"	"Caprimulgidae"	"Chordeiles minor"	"Common Nighthawk"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1093"	"Arches National Park"	"Bird"	"Caprimulgiformes"	"Caprimulgidae"	"Phalaenoptilus nuttallii"	"Common Poorwill"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1094"	"Arches National Park"	"Bird"	"Charadriiformes"	"Charadriidae"	"Charadrius vociferus"	"Killdeer"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1095"	"Arches National Park"	"Bird"	"Charadriiformes"	"Recurvirostridae"	"Himantopus mexicanus"	"Black-Necked Stilt"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"ARCH-1096"	"Arches National Park"	"Bird"	"Charadriiformes"	"Scolopacidae"	"Actitis macularius"	"Spotted Sandpiper"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1097"	"Arches National Park"	"Bird"	"Charadriiformes"	"Scolopacidae"	"Calidris minutilla"	"Least Sandpiper"	"Approved"	"Present"	"Native"	"Occasional"	NA
"ARCH-1098"	"Arches National Park"	"Bird"	"Charadriiformes"	"Scolopacidae"	"Gallinago gallinago"	"Common Snipe"	"Approved"	"Present"	"Native"	"Occasional"	NA
"ARCH-1099"	"Arches National Park"	"Bird"	"Charadriiformes"	"Scolopacidae"	"Limnodromus scolopaceus"	"Long-Billed Dowitcher"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"ARCH-1100"	"Arches National Park"	"Bird"	"Charadriiformes"	"Scolopacidae"	"Numenius americanus"	"Long-Billed Curlew"	"Approved"	"Present"	"Native"	"Occasional"	NA
"ARCH-1101"	"Arches National Park"	"Bird"	"Charadriiformes"	"Scolopacidae"	"Phalaropus tricolor"	"Wilson's Phalarope"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"ARCH-1102"	"Arches National Park"	"Bird"	"Charadriiformes"	"Scolopacidae"	"Tringa solitaria"	"Solitary Sandpiper"	"Approved"	"Present"	"Native"	"Rare"	NA
"ARCH-1103"	"Arches National Park"	"Bird"	"Columbiformes"	"Columbidae"	"Columba livia"	"Rock Pigeon"	"Approved"	"Present"	"Not Native"	"Occasional"	NA
"ARCH-1104"	"Arches National Park"	"Bird"	"Columbiformes"	"Columbidae"	"Zenaida macroura"	"Mourning Dove"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1105"	"Arches National Park"	"Bird"	"Coraciiformes"	"Alcedinidae"	"Ceryle alcyon"	"Belted Kingfisher"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1106"	"Arches National Park"	"Bird"	"Cuculiformes"	"Cuculidae"	"Coccyzus americanus"	"Yellow-Billed Cuckoo"	"Approved"	"Present"	"Native"	"Occasional"	"Threatened"
"ARCH-1107"	"Arches National Park"	"Bird"	"Falconiformes"	"Falconidae"	"Falco columbarius"	"Merlin"	"Approved"	"Present"	"Native"	"Occasional"	"Species of Concern"
"ARCH-1108"	"Arches National Park"	"Bird"	"Falconiformes"	"Falconidae"	"Falco mexicanus"	"Prairie Falcon"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"
"ARCH-1109"	"Arches National Park"	"Bird"	"Falconiformes"	"Falconidae"	"Falco peregrinus"	"Peregrine Falcon"	"Approved"	"Present"	"Native"	"Rare"	"Species of Concern"
"ARCH-1110"	"Arches National Park"	"Bird"	"Falconiformes"	"Falconidae"	"Falco sparverius"	"American Kestrel"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1111"	"Arches National Park"	"Bird"	"Galliformes"	"Phasianidae"	"Alectoris chukar"	"Chukar"	"Approved"	"Present"	"Not Native"	"Uncommon"	NA
"ARCH-1112"	"Arches National Park"	"Bird"	"Galliformes"	"Phasianidae"	"Meleagris gallopavo"	"Wild Turkey"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1113"	"Arches National Park"	"Bird"	"Gruiformes"	"Rallidae"	"Porzana carolina"	"Sora"	"Approved"	"Present"	"Native"	"Rare"	NA
"ARCH-1114"	"Arches National Park"	"Bird"	"Gruiformes"	"Rallidae"	"Rallus limicola"	"Virginia Rail"	"Approved"	"Present"	"Native"	"Unknown"	NA
"ARCH-1115"	"Arches National Park"	"Bird"	"Passeriformes"	"Aegithalidae"	"Psaltriparus minimus"	"Bushtit"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1116"	"Arches National Park"	"Bird"	"Passeriformes"	"Alaudidae"	"Eremophila alpestris"	"Horned Lark"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1117"	"Arches National Park"	"Bird"	"Passeriformes"	"Bombycillidae"	"Bombycilla cedrorum"	"Cedar Waxwing"	"Approved"	"Present"	"Native"	"Occasional"	NA
"ARCH-1118"	"Arches National Park"	"Bird"	"Passeriformes"	"Cardinalidae"	"Passerina amoena"	"Lazuli Bunting"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1119"	"Arches National Park"	"Bird"	"Passeriformes"	"Cardinalidae"	"Passerina amoena X cyanea"	"Lazuli X Indigo Bunting Hybrid"	"Approved"	"Present"	"Native"	"Occasional"	NA
"ARCH-1120"	"Arches National Park"	"Bird"	"Passeriformes"	"Cardinalidae"	"Passerina caerulea"	"Blue Grosbeak"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1121"	"Arches National Park"	"Bird"	"Passeriformes"	"Cardinalidae"	"Passerina cyanea"	"Indigo Bunting"	"Approved"	"Present"	"Native"	"Rare"	NA
"ARCH-1122"	"Arches National Park"	"Bird"	"Passeriformes"	"Cardinalidae"	"Pheucticus ludovicianus"	"Rose-Breasted Grosbeak"	"Approved"	"Present"	"Native"	"Rare"	NA
"ARCH-1123"	"Arches National Park"	"Bird"	"Passeriformes"	"Cardinalidae"	"Pheucticus melanocephalus"	"Black-Headed Grosbeak"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1124"	"Arches National Park"	"Bird"	"Passeriformes"	"Cardinalidae"	"Piranga ludoviciana"	"Western Tanager"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1125"	"Arches National Park"	"Bird"	"Passeriformes"	"Certhiidae"	"Certhia americana"	"Brown Creeper"	"Approved"	"Present"	"Native"	"Rare"	"Species of Concern"
"ARCH-1126"	"Arches National Park"	"Bird"	"Passeriformes"	"Cinclidae"	"Cinclus mexicanus"	"American Dipper"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"ARCH-1127"	"Arches National Park"	"Bird"	"Passeriformes"	"Corvidae"	"Aphelocoma californica"	"Western Scrub-Jay"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1128"	"Arches National Park"	"Bird"	"Passeriformes"	"Corvidae"	"Corvus brachyrhynchos"	"American Crow"	"Approved"	"Present"	"Native"	"Occasional"	NA
"ARCH-1129"	"Arches National Park"	"Bird"	"Passeriformes"	"Corvidae"	"Corvus corax"	"Common Raven"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1130"	"Arches National Park"	"Bird"	"Passeriformes"	"Corvidae"	"Cyanocitta stelleri"	"Steller's Jay"	"Approved"	"Present"	"Native"	"Rare"	NA
"ARCH-1131"	"Arches National Park"	"Bird"	"Passeriformes"	"Corvidae"	"Gymnorhinus cyanocephalus"	"Pinyon Jay"	"Approved"	"Present"	"Native"	"Common"	"Species of Concern"
"ARCH-1132"	"Arches National Park"	"Bird"	"Passeriformes"	"Corvidae"	"Nucifraga columbiana"	"Clark's Nutcracker"	"Approved"	"Present"	"Native"	"Occasional"	NA
"ARCH-1133"	"Arches National Park"	"Bird"	"Passeriformes"	"Corvidae"	"Pica hudsonia"	"Black-Billed Magpie"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1134"	"Arches National Park"	"Bird"	"Passeriformes"	"Emberizidae"	"Amphispiza belli"	"Sage Sparrow"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"
"ARCH-1135"	"Arches National Park"	"Bird"	"Passeriformes"	"Emberizidae"	"Amphispiza bilineata"	"Black-Throated Sparrow"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1136"	"Arches National Park"	"Bird"	"Passeriformes"	"Emberizidae"	"Calamospiza melanocorys"	"Lark Bunting"	"Approved"	"Present"	"Native"	"Occasional"	NA
"ARCH-1137"	"Arches National Park"	"Bird"	"Passeriformes"	"Emberizidae"	"Chondestes grammacus"	"Lark Sparrow"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1138"	"Arches National Park"	"Bird"	"Passeriformes"	"Emberizidae"	"Junco hyemalis caniceps"	"Dark-Eyed Junco (Gray-Headed)"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1139"	"Arches National Park"	"Bird"	"Passeriformes"	"Emberizidae"	"Junco hyemalis hyemalis"	"Dark-Eyed Junco (Slate-Colored)"	"Approved"	"Present"	"Native"	"Rare"	NA
"ARCH-1140"	"Arches National Park"	"Bird"	"Passeriformes"	"Emberizidae"	"Junco hyemalis mearnsi"	"Dark-Eyed Junco (Pink-Sided)"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1141"	"Arches National Park"	"Bird"	"Passeriformes"	"Emberizidae"	"Junco hyemalis oreganus"	"Dark-Eyed Junco (Oregon)"	"Approved"	"Present"	"Native"	"Common"	NA
"ARCH-1142"	"Arches National Park"	"Bird"	"Passeriformes"	"Emberizidae"	"Melospiza georgiana"	"Swamp Sparrow"	"Approved"	"Present"	"Native"	"Occasional"	NA
"ARCH-1143"	"Arches National Park"	"Bird"	"Passeriformes"	"Emberizidae"	"Melospiza lincolnii"	"Lincoln's Sparrow"	"Approved"	"Present"	"Native"	"Rare"	"Species of Concern"
"ARCH-1144"	"Arches National Park"	"Bird"	"Passeriformes"	"Emberizidae"	"Melospiza melodia"	"Song Sparrow"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"ARCH-1145"	"Arches National Park"	"Bird"	"Passeriformes"	"Emberizidae"	"Passerculus sandwichensis"	"Savannah Sparrow"	"Approved"	"Present"	"Native"	"Occasional"	NA
"ARCH-1146"	"Arches National Park"	"Bird"	"Passeriformes"	"Emberizidae"	"Pipilo chlorurus"	"Green-Tailed Towhee"	"Approved"	"Present"	"Native"	"Common"	"Species of Concern"
