"record_id"	"park_name"	"category"	"order"	"family"	"scientific_name"	"common_name"	"record_status"	"occurrence"	"nativeness"	"abundance"	"conservation_status"
"BIBE-1432"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Tyrannidae"	"Myiarchus tyrannulus"	"Brown-Crested Flycatcher"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"
"BIBE-1433"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Tyrannidae"	"Myiodynastes luteiventris"	"Sulphur-Bellied Flycatcher"	"Approved"	"Present"	"Native"	"Occasional"	NA
"BIBE-1434"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Tyrannidae"	"Pitangus sulphuratus"	"Great Kiskadee"	"Approved"	"Present"	"Native"	"Occasional"	NA
"BIBE-1435"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Tyrannidae"	"Pyrocephalus rubinus"	"Vermilion Flycatcher"	"Approved"	"Present"	"Native"	"Abundant"	"Species of Concern"
"BIBE-1436"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Tyrannidae"	"Sayornis nigricans"	"Black Phoebe"	"Approved"	"Present"	"Native"	"Abundant"	NA
"BIBE-1437"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Tyrannidae"	"Sayornis phoebe"	"Eastern Phoebe"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1438"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Tyrannidae"	"Sayornis saya"	"Say's Phoebe"	"Approved"	"Present"	"Native"	"Abundant"	NA
"BIBE-1439"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Tyrannidae"	"Tyrannus couchii"	"Couch's Kingbird"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1440"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Tyrannidae"	"Tyrannus crassirostris"	"Thick-Billed Kingbird"	"Approved"	"Present"	"Native"	"Occasional"	NA
"BIBE-1441"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Tyrannidae"	"Tyrannus forficatus"	"Scissor-Tailed Flycatcher"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1442"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Tyrannidae"	"Tyrannus melancholicus"	"Tropical Kingbird"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1443"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Tyrannidae"	"Tyrannus tyrannus"	"Eastern Kingbird"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1444"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Tyrannidae"	"Tyrannus verticalis"	"Western Kingbird"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1445"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Tyrannidae"	"Tyrannus vociferans"	"Cassin's Kingbird"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1446"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Vireonidae"	"Vireo atricapilla"	"Black-Capped Vireo"	"Approved"	"Present"	"Native"	"Uncommon"	"Endangered"
"BIBE-1447"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Vireonidae"	"Vireo bellii"	"Bell's Vireo"	"Approved"	"Present"	"Native"	"Abundant"	NA
"BIBE-1448"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Vireonidae"	"Vireo cassinii"	"Cassin's Vireo"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1449"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Vireonidae"	"Vireo flavifrons"	"Yellow-Throated Vireo"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1450"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Vireonidae"	"Vireo flavoviridis"	"Yellow-Green Vireo"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1451"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Vireonidae"	"Vireo gilvus"	"Warbling Vireo"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1452"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Vireonidae"	"Vireo griseus"	"White-Eyed Vireo"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1453"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Vireonidae"	"Vireo huttoni"	"Hutton's Vireo"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1454"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Vireonidae"	"Vireo olivaceus"	"Red-Eyed Vireo"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1455"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Vireonidae"	"Vireo philadelphicus"	"Philadelphia Vireo"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1456"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Vireonidae"	"Vireo plumbeus"	"Plumbeous Vireo"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1457"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Vireonidae"	"Vireo solitarius"	"Blue-Headed Vireo"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1458"	"Big Bend National Park"	"Bird"	"Passeriformes"	"Vireonidae"	"Vireo vicinior"	"Gray Vireo"	"Approved"	"Present"	"Native"	"Common"	"Species of Concern"
"BIBE-1459"	"Big Bend National Park"	"Bird"	"Pelecaniformes"	"Ardeidae"	"Ardea alba"	"Great Egret"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1460"	"Big Bend National Park"	"Bird"	"Pelecaniformes"	"Ardeidae"	"Ardea herodias"	"Great Blue Heron"	"Approved"	"Present"	"Native"	"Common"	"Species of Concern"
"BIBE-1461"	"Big Bend National Park"	"Bird"	"Pelecaniformes"	"Ardeidae"	"Botaurus lentiginosus"	"American Bittern"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"
"BIBE-1462"	"Big Bend National Park"	"Bird"	"Pelecaniformes"	"Ardeidae"	"Bubulcus ibis"	"Cattle Egret"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1463"	"Big Bend National Park"	"Bird"	"Pelecaniformes"	"Ardeidae"	"Butorides virescens"	"Green Heron"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1464"	"Big Bend National Park"	"Bird"	"Pelecaniformes"	"Ardeidae"	"Egretta caerulea"	"Little Blue Heron"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1465"	"Big Bend National Park"	"Bird"	"Pelecaniformes"	"Ardeidae"	"Egretta rufescens"	"Reddish Egret"	"Approved"	"Present"	"Native"	"Occasional"	"Species of Concern"
"BIBE-1466"	"Big Bend National Park"	"Bird"	"Pelecaniformes"	"Ardeidae"	"Egretta thula"	"Snowy Egret"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1467"	"Big Bend National Park"	"Bird"	"Pelecaniformes"	"Ardeidae"	"Egretta tricolor"	"Tricolored Heron"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1468"	"Big Bend National Park"	"Bird"	"Pelecaniformes"	"Ardeidae"	"Ixobrychus exilis"	"Least Bittern"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1469"	"Big Bend National Park"	"Bird"	"Pelecaniformes"	"Ardeidae"	"Nyctanassa violacea"	"Yellow-Crowned Night-Heron"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1470"	"Big Bend National Park"	"Bird"	"Pelecaniformes"	"Ardeidae"	"Nycticorax nycticorax"	"Black-Crowned Night-Heron"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"
"BIBE-1471"	"Big Bend National Park"	"Bird"	"Pelecaniformes"	"Pelecanidae"	"Pelecanus erythrorhynchos"	"American White Pelican"	"Approved"	"Present"	"Native"	"Rare"	"Species of Concern"
"BIBE-1472"	"Big Bend National Park"	"Bird"	"Pelecaniformes"	"Pelecanidae"	"Pelecanus occidentalis"	"Brown Pelican"	"Approved"	"Present"	"Native"	"Rare"	"In Recovery"
"BIBE-1473"	"Big Bend National Park"	"Bird"	"Pelecaniformes"	"Threskiornithidae"	"Eudocimus albus"	"White Ibis"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1474"	"Big Bend National Park"	"Bird"	"Pelecaniformes"	"Threskiornithidae"	"Platalea ajaja"	"Roseate Spoonbill"	"Approved"	"Present"	"Native"	"Occasional"	NA
"BIBE-1475"	"Big Bend National Park"	"Bird"	"Pelecaniformes"	"Threskiornithidae"	"Plegadis chihi"	"White-Faced Ibis"	"Approved"	"Present"	"Native"	"Common"	"Species of Concern"
"BIBE-1476"	"Big Bend National Park"	"Bird"	"Piciformes"	"Picidae"	"Colaptes auratus"	"Northern Flicker"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1477"	"Big Bend National Park"	"Bird"	"Piciformes"	"Picidae"	"Melanerpes aurifrons"	"Golden-Fronted Woodpecker"	"Approved"	"Present"	"Native"	"Abundant"	NA
"BIBE-1478"	"Big Bend National Park"	"Bird"	"Piciformes"	"Picidae"	"Melanerpes erythrocephalus"	"Red-Headed Woodpecker"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1479"	"Big Bend National Park"	"Bird"	"Piciformes"	"Picidae"	"Melanerpes formicivorus"	"Acorn Woodpecker"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1480"	"Big Bend National Park"	"Bird"	"Piciformes"	"Picidae"	"Melanerpes lewis"	"Lewis' Woodpecker"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1481"	"Big Bend National Park"	"Bird"	"Piciformes"	"Picidae"	"Picoides scalaris"	"Ladder-Backed Woodpecker"	"Approved"	"Present"	"Native"	"Abundant"	NA
"BIBE-1482"	"Big Bend National Park"	"Bird"	"Piciformes"	"Picidae"	"Sphyrapicus nuchalis"	"Red-Naped Sapsucker"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1483"	"Big Bend National Park"	"Bird"	"Piciformes"	"Picidae"	"Sphyrapicus thyroideus"	"Williamson's Sapsucker"	"Approved"	"Present"	"Native"	"Rare"	"Species of Concern"
"BIBE-1484"	"Big Bend National Park"	"Bird"	"Piciformes"	"Picidae"	"Sphyrapicus varius"	"Yellow-Bellied Sapsucker"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"
"BIBE-1485"	"Big Bend National Park"	"Bird"	"Podicipediformes"	"Podicipedidae"	"Podiceps nigricollis"	"Eared Grebe"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1486"	"Big Bend National Park"	"Bird"	"Podicipediformes"	"Podicipedidae"	"Podilymbus podiceps"	"Pied-Billed Grebe"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1487"	"Big Bend National Park"	"Bird"	"Podicipediformes"	"Podicipedidae"	"Tachybaptus dominicus"	"Least Grebe"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1488"	"Big Bend National Park"	"Bird"	"Strigiformes"	"Strigidae"	"Aegolius acadicus"	"Northern Saw-Whet Owl"	"Approved"	"Present"	"Native"	"Occasional"	NA
"BIBE-1489"	"Big Bend National Park"	"Bird"	"Strigiformes"	"Strigidae"	"Asio flammeus"	"Short-Eared Owl"	"Approved"	"Present"	"Native"	"Rare"	"Species of Concern"
"BIBE-1490"	"Big Bend National Park"	"Bird"	"Strigiformes"	"Strigidae"	"Asio otus"	"Long-Eared Owl"	"Approved"	"Present"	"Native"	"Rare"	"Species of Concern"
"BIBE-1491"	"Big Bend National Park"	"Bird"	"Strigiformes"	"Strigidae"	"Athene cunicularia"	"Burrowing Owl"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1492"	"Big Bend National Park"	"Bird"	"Strigiformes"	"Strigidae"	"Bubo virginianus"	"Great Horned Owl"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1493"	"Big Bend National Park"	"Bird"	"Strigiformes"	"Strigidae"	"Glaucidium brasilianum"	"Ferruginous Pygmy-Owl"	"Approved"	"Present"	"Native"	"Occasional"	NA
"BIBE-1494"	"Big Bend National Park"	"Bird"	"Strigiformes"	"Strigidae"	"Glaucidium gnoma"	"Northern Pygmy-Owl"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1495"	"Big Bend National Park"	"Bird"	"Strigiformes"	"Strigidae"	"Megascops asio"	"Eastern Screech-Owl"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1496"	"Big Bend National Park"	"Bird"	"Strigiformes"	"Strigidae"	"Megascops kennicottii"	"Western Screech-Owl"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1497"	"Big Bend National Park"	"Bird"	"Strigiformes"	"Strigidae"	"Micrathene whitneyi"	"Elf Owl"	"Approved"	"Present"	"Native"	"Common"	"Species of Concern"
"BIBE-1498"	"Big Bend National Park"	"Bird"	"Strigiformes"	"Strigidae"	"Otus flammeolus"	"Flammulated Owl"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1499"	"Big Bend National Park"	"Bird"	"Strigiformes"	"Tytonidae"	"Tyto alba"	"Barn Owl"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1500"	"Big Bend National Park"	"Bird"	"Suliformes"	"Anhingidae"	"Anhinga anhinga"	"Anhinga"	"Approved"	"Present"	"Native"	"Occasional"	NA
"BIBE-1501"	"Big Bend National Park"	"Bird"	"Suliformes"	"Phalacrocoracidae"	"Phalacrocorax auritus"	"Double-Crested Cormorant"	"Approved"	"Present"	"Native"	"Rare"	"Species of Concern"
"BIBE-1502"	"Big Bend National Park"	"Bird"	"Suliformes"	"Phalacrocoracidae"	"Phalacrocorax brasilianus"	"Neotropic Cormorant"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1503"	"Big Bend National Park"	"Bird"	"Trogoniformes"	"Trogonidae"	"Trogon elegans"	"Elegant Trogon"	"Approved"	"Present"	"Native"	"Occasional"	NA
"BIBE-1504"	"Big Bend National Park"	"Reptile"	"Squamata"	"Anguidae"	"Gerrhonotus infernalis"	"Texas Alligator Lizard"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1505"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Arizona elegans"	"Glossy Snake"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"
"BIBE-1506"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Bogertophis subocularis"	"Trans-Pecos Ratsnake"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1507"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Diadophis punctatus"	"Ring-Necked Snake"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"
"BIBE-1508"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Elaphe bairdi"	"Baird's Ratsnake"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1509"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Elaphe emoryi"	"Great Plains Ratsnake"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1510"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Gyalopion canum"	"Chihuahuan Hook-Nosed Snake"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1511"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Heterodon nasicus"	"Mexican Hog-Nosed Snake"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"BIBE-1512"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Hypsiglena torquata"	"Nightsnake"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1513"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Lampropeltis alterna"	"Gray-Banded Kingsnake"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1514"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Lampropeltis getula"	"Common Kingsnake"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1515"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Lampropeltis triangulum"	"Milksnake"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1516"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Masticophis flagellum"	"Coachwhip"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1517"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Masticophis taeniatus"	"Striped Whipsnake"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1518"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Nerodia erythrogaster"	"Blotched Watersnake"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1519"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Pituophis catenifer"	"Gopher Snake"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1520"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Rhinocheilus lecontei"	"Long-Nosed Snake"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1521"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Salvadora grahamiae"	"Mountain Patch-Nosed Snake"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1522"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Salvadora hexalepis"	"Western Patch-Nosed Snake"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1523"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Sonora semiannulata"	"Groundsnake"	"Approved"	"Present"	"Native"	"Uncommon"	"Species of Concern"
"BIBE-1524"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Tantilla cucullata"	"Trans-Pecos Black-Headed Snake"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1525"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Tantilla hobartsmithi"	"Smith's Black-Headed Snake"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1526"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Tantilla nigriceps"	"Plains Black-Headed Snake"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"BIBE-1527"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Thamnophis cyrtopsis"	"Black-Necked Garter Snake"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1528"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Thamnophis marcianus"	"Marcy's Checkered Gartersnake"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1529"	"Big Bend National Park"	"Reptile"	"Squamata"	"Colubridae"	"Trimorphodon biscutatus"	"Texas Lyresnake"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1530"	"Big Bend National Park"	"Reptile"	"Squamata"	"Eublepharidae"	"Coleonyx brevis"	"Texas Banded Gecko"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1531"	"Big Bend National Park"	"Reptile"	"Squamata"	"Eublepharidae"	"Coleonyx reticulatus"	"Reticulate Banded Gecko"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1532"	"Big Bend National Park"	"Reptile"	"Squamata"	"Gekkonidae"	"Hemidactylus turcicus"	"Mediterranean House Gecko"	"Approved"	"Present"	"Not Native"	"Common"	NA
"BIBE-1533"	"Big Bend National Park"	"Reptile"	"Squamata"	"Iguanidae"	"Anolis carolinensis"	"Green Anole"	"Approved"	"Present"	"Not Native"	"Rare"	NA
"BIBE-1534"	"Big Bend National Park"	"Reptile"	"Squamata"	"Iguanidae"	"Cophosaurus texanus"	"Chihuahuan Greater Earless Lizard"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1535"	"Big Bend National Park"	"Reptile"	"Squamata"	"Iguanidae"	"Crotaphytus collaris"	"Eastern Collared Lizard"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1536"	"Big Bend National Park"	"Reptile"	"Squamata"	"Iguanidae"	"Gambelia wislizenii"	"Long-Nosed Leopard Lizard"	"Approved"	"Present"	"Native"	"Rare"	"Species of Concern"
"BIBE-1537"	"Big Bend National Park"	"Reptile"	"Squamata"	"Iguanidae"	"Phrynosoma cornutum"	"Texas Horned Lizard"	"Approved"	"Present"	"Native"	"Rare"	"Species of Concern"
"BIBE-1538"	"Big Bend National Park"	"Reptile"	"Squamata"	"Iguanidae"	"Phrynosoma modestum"	"Round-Tailed Horned Lizard"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1539"	"Big Bend National Park"	"Reptile"	"Squamata"	"Iguanidae"	"Sceloporus cowlesi"	"Southwestern Fence Lizard"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1540"	"Big Bend National Park"	"Reptile"	"Squamata"	"Iguanidae"	"Sceloporus magister"	"Desert Spiny Lizard"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1541"	"Big Bend National Park"	"Reptile"	"Squamata"	"Iguanidae"	"Sceloporus merriami"	"Big Bend Canyon Lizard"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1542"	"Big Bend National Park"	"Reptile"	"Squamata"	"Iguanidae"	"Sceloporus poinsettii"	"Northern Crevice Spiny Lizard"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1543"	"Big Bend National Park"	"Reptile"	"Squamata"	"Iguanidae"	"Urosaurus ornatus"	"Tree Lizard"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1544"	"Big Bend National Park"	"Reptile"	"Squamata"	"Iguanidae"	"Uta stansburiana"	"Side-Blotched Lizard"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1545"	"Big Bend National Park"	"Reptile"	"Squamata"	"Leptotyphlopidae"	"Leptotyphlops dissectus"	"New Mexico Threadsnake"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1546"	"Big Bend National Park"	"Reptile"	"Squamata"	"Leptotyphlopidae"	"Leptotyphlops humilis"	"Trans-Pecos Threadsnake"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1547"	"Big Bend National Park"	"Reptile"	"Squamata"	"Scincidae"	"Eumeces obsoletus"	"Great Plains Skink"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1548"	"Big Bend National Park"	"Reptile"	"Squamata"	"Scincidae"	"Eumeces tetragrammus"	"Short-Lined Skink"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1549"	"Big Bend National Park"	"Reptile"	"Squamata"	"Teiidae"	"Aspidoscelis inornata"	"Trans-Pecos Striped Whiptail"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1550"	"Big Bend National Park"	"Reptile"	"Squamata"	"Teiidae"	"Aspidoscelis marmorata"	"Marbled Whiptail"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1551"	"Big Bend National Park"	"Reptile"	"Squamata"	"Teiidae"	"Aspidoscelis septemvittata"	"Big Bend Spotted Whiptail"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1552"	"Big Bend National Park"	"Reptile"	"Squamata"	"Teiidae"	"Aspidoscelis tesselata"	"Common Checkered Whiptail"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1553"	"Big Bend National Park"	"Reptile"	"Squamata"	"Viperidae"	"Agkistrodon contortrix"	"Copperhead"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1554"	"Big Bend National Park"	"Reptile"	"Squamata"	"Viperidae"	"Crotalus atrox"	"Western Diamond-Backed Rattlesnake"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1555"	"Big Bend National Park"	"Reptile"	"Squamata"	"Viperidae"	"Crotalus lepidus"	"Mottled Rock Rattlesnake"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1556"	"Big Bend National Park"	"Reptile"	"Squamata"	"Viperidae"	"Crotalus molossus"	"Northern Black-Tailed Rattlesnake"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1557"	"Big Bend National Park"	"Reptile"	"Squamata"	"Viperidae"	"Crotalus scutulatus"	"Mohave Rattlesnake"	"Approved"	"Present"	"Native"	"Uncommon"	NA
"BIBE-1558"	"Big Bend National Park"	"Reptile"	"Squamata"	"Viperidae"	"Crotalus viridis"	"Prairie Rattlesnake"	"Approved"	"Not Confirmed"	"Native"	NA	NA
"BIBE-1559"	"Big Bend National Park"	"Reptile"	"Testudines"	"Emydidae"	"Pseudemys gorzugi"	"Rio Grande Cooter"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1560"	"Big Bend National Park"	"Reptile"	"Testudines"	"Emydidae"	"Terrapene ornata"	"Ornate Box Turtle"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1561"	"Big Bend National Park"	"Reptile"	"Testudines"	"Emydidae"	"Trachemys gaigeae"	"Big Bend Slider"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1562"	"Big Bend National Park"	"Reptile"	"Testudines"	"Emydidae"	"Trachemys scripta"	"Slider"	"Approved"	"Present"	"Not Native"	"Rare"	NA
"BIBE-1563"	"Big Bend National Park"	"Reptile"	"Testudines"	"Kinosternidae"	"Kinosternon flavescens"	"Yellow Mud Turtle"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1564"	"Big Bend National Park"	"Reptile"	"Testudines"	"Testudinidae"	"Gopherus berlandieri"	"Berlandier's Tortoise"	"Approved"	"Present"	"Not Native"	"Rare"	NA
"BIBE-1565"	"Big Bend National Park"	"Reptile"	"Testudines"	"Trionychidae"	"Apalone spinifera"	"Texas Spiny Softshell"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1566"	"Big Bend National Park"	"Amphibian"	"Anura"	"Bufonidae"	"Bufo debilis"	"Western Green Toad"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1567"	"Big Bend National Park"	"Amphibian"	"Anura"	"Bufonidae"	"Bufo punctatus"	"Red-Spotted Toad"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1568"	"Big Bend National Park"	"Amphibian"	"Anura"	"Bufonidae"	"Bufo speciosus"	"Texas Toad"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1569"	"Big Bend National Park"	"Amphibian"	"Anura"	"Bufonidae"	"Bufo woodhousii"	"Woodhouse's Toad"	"Approved"	"Not Present (Historical Report)"	"Native"	NA	NA
"BIBE-1570"	"Big Bend National Park"	"Amphibian"	"Anura"	"Eleutherodactylidae"	"Eleutherodactylus guttilatus"	"Spotted Chirping Frog"	"Approved"	"Present"	"Native"	"Rare"	NA
"BIBE-1571"	"Big Bend National Park"	"Amphibian"	"Anura"	"Hylidae"	"Hyla arenicolor"	"Canyon Treefrog"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1572"	"Big Bend National Park"	"Amphibian"	"Anura"	"Hylidae"	"Hyla cinerea"	"Green Treefrog"	"Approved"	"Present"	"Not Native"	"Common"	NA
"BIBE-1573"	"Big Bend National Park"	"Amphibian"	"Anura"	"Microhylidae"	"Gastrophryne olivacea"	"Great Plains Narrow-Mouthed Toad"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1574"	"Big Bend National Park"	"Amphibian"	"Anura"	"Ranidae"	"Rana berlandieri"	"Rio Grande Leopard Frog"	"Approved"	"Present"	"Native"	"Common"	NA
"BIBE-1575"	"Big Bend National Park"	"Amphibian"	"Anura"	"Ranidae"	"Rana catesbeiana"	"Bullfrog"	"Approved"	"Present"	"Not Native"	"Common"	NA
